Unnamed: 0,frase,pregunta_generada,respuesta,Faithfulness_score
65,"Una mujer honorable con un sirviente y una sirvienta desea vivir en compañía de otra mujer o un Señor Sacerdote en las mismas circunstancias. Se pagará la habitación a medias, con la comprensión de que sus sirvientes servirán a los dos en lo que sea necesario. Puede informar al sirviente del Sr. Administrador de este Periódico, ubicado en la Carrera de San Gerónimo.",¿Qué se espera que hagan los sirvientes en esta situación de vivir en compañía de otra persona en las mismas circunstancias?,"Se espera que los sirvientes sirvan a ambos, tanto a la mujer honorable como a la otra persona (mujer o Señor Sacerdote), en todo lo que sea necesario.",True
66,"Hoy, en la calle de la Concepción Gerónima número 9, se llevará a cabo una venta pública con los siguientes artículos: una caja de costura hecha en China para señora, un pañuelo mantón negro de merino de dos varas cuadradas, cuatro grabados de flores muy bien iluminadas ideales para copiar para aquellos dedicados al dibujo, una almohadilla de costura de caoba para señora, un buen escritorio de caoba, un jarrón y una palangana de china a un precio razonable, dos escopetas de dos cañones, una francesa y otra española, un anteojo muy bueno, dos espadas doradas, una colección completa de estampas de caza, y dos pinturas al óleo de tamaño regular: una de la Concepción y otra de la Virgen Dolorosa.",¿Qué artículos se venderán en la calle de la Concepción Gerónima número 9 hoy?,"Se venderán una caja de costura hecha en China para señora, un pañuelo mantón negro de merino de dos varas cuadradas, cuatro grabados de flores muy bien iluminadas ideales para copiar para aquellos dedicados al dibujo, una almohadilla de costura de caoba para señora, un buen escritorio de caoba, un jarrón y una palangana de china a un precio razonable, dos escopetas de dos cañones (una francesa y otra española), un anteojo muy bueno, dos espadas doradas, una colección completa de estampas de caza, y dos pinturas al óleo de tamaño regular (una de la Concepción y otra de la Virgen Dolorosa).",True
67,"Hoy, en la calle de la Concepción Gerónima número 9, se llevará a cabo una venta pública con los siguientes artículos: una caja de costura hecha en China para señora, un pañuelo mantón negro de merino de dos varas cuadradas, cuatro grabados de flores muy bien iluminadas ideales para copiar para aquellos dedicados al dibujo, una almohadilla de costura de caoba para señora, un buen escritorio de caoba, un jarrón y una palangana de china a un precio razonable, dos escopetas de dos cañones, una francesa y otra española, un anteojo muy bueno, dos espadas doradas, una colección completa de estampas de caza, y dos pinturas al óleo de tamaño regular: una de la Concepción y otra de la Virgen Dolorosa.",¿Cuántas escopetas de dos cañones estarán disponibles para la venta?,Dos escopetas de dos cañones estarán disponibles para la venta.,True
68,"Hoy, en la calle de la Concepción Gerónima número 9, se llevará a cabo una venta pública con los siguientes artículos: una caja de costura hecha en China para señora, un pañuelo mantón negro de merino de dos varas cuadradas, cuatro grabados de flores muy bien iluminadas ideales para copiar para aquellos dedicados al dibujo, una almohadilla de costura de caoba para señora, un buen escritorio de caoba, un jarrón y una palangana de china a un precio razonable, dos escopetas de dos cañones, una francesa y otra española, un anteojo muy bueno, dos espadas doradas, una colección completa de estampas de caza, y dos pinturas al óleo de tamaño regular: una de la Concepción y otra de la Virgen Dolorosa.",¿Qué tipo de pinturas al óleo se ofrecerán en la venta pública de hoy?,Se ofrecerán dos pinturas al óleo de tamaño regular: una de la Concepción y otra de la Virgen Dolorosa.,True
69,"Perdona, joven respetable -dijo mi padre con agrado y amistad-, he sido muy apresurado en mi opinión; pero cómo logras conmoverme, por favor, continúa con tu historia.",¿Cómo reacciona el padre ante la joven respetable en la historia?,El padre reacciona con agrado y amistad ante la joven respetable en la historia.,True
70,"Perdona, joven respetable -dijo mi padre con agrado y amistad-, he sido muy apresurado en mi opinión; pero cómo logras conmoverme, por favor, continúa con tu historia.",¿Qué le pide el padre a la joven respetable después de disculparse?,Que continúe con su historia.,True
71,"Perdona, joven respetable -dijo mi padre con agrado y amistad-, he sido muy apresurado en mi opinión; pero cómo logras conmoverme, por favor, continúa con tu historia.",¿Qué secreto posee la joven respetable que logra conmover al padre en la historia?,La joven respetable posee un secreto que logra conmover al padre en la historia.,True
72,"El día 30 del mes pasado se perdió una capa impermeable, entre la Carbonería de la plazuela de la Leña, hasta la calle del Soldado. La persona que la encuentre deberá entregarla en la taberna de dicha calle, frente de la fuentecilla.",¿Qué objeto se perdió el día 30 del mes pasado y en qué ubicaciones específicas se menciona que se extravió?,Se perdió una capa impermeable el día 30 del mes pasado entre la Carbonería de la plazuela de la Leña y la calle del Soldado.,True
73,"El día 30 del mes pasado se perdió una capa impermeable, entre la Carbonería de la plazuela de la Leña, hasta la calle del Soldado. La persona que la encuentre deberá entregarla en la taberna de dicha calle, frente de la fuentecilla.",¿Dónde se indica que la persona que encuentre el objeto perdido debe entregarlo?,"La persona que encuentre el objeto perdido debe entregarlo en la taberna de la calle del Soldado, frente de la fuentecilla.",True
74,"El día 30 del mes pasado se perdió una capa impermeable, entre la Carbonería de la plazuela de la Leña, hasta la calle del Soldado. La persona que la encuentre deberá entregarla en la taberna de dicha calle, frente de la fuentecilla.",¿Cuál es el punto de entrega especificado para devolver el objeto encontrado?,"La persona que la encuentre deberá entregarla en la taberna de dicha calle, frente de la fuentecilla.",True
75,"He salido de mi retiro solo, Señor, para ver a una dama que ha venido de Brasil. Lo conseguí; y le pido al cielo con todo mi corazón que bendiga esta hermosa unión, que consuele nuestra esperanza con Isabel de Braganza y Fernando de Borbon.",¿Por qué saliste de tu retiro para ver a la dama que vino de Brasil? ,"Salí de mi retiro para ver a la dama que vino de Brasil porque logré encontrarla y deseo que esta unión sea bendecida por el cielo, consolando nuestra esperanza con Isabel de Braganza y Fernando de Borbón.",True
76,"He salido de mi retiro solo, Señor, para ver a una dama que ha venido de Brasil. Lo conseguí; y le pido al cielo con todo mi corazón que bendiga esta hermosa unión, que consuele nuestra esperanza con Isabel de Braganza y Fernando de Borbon.", ¿Qué esperas que suceda con la unión entre Isabel de Braganza y Fernando de Borbón? ,Espero que la unión entre Isabel de Braganza y Fernando de Borbón sea bendecida por el cielo y que consuele la esperanza de todos los involucrados.,True
77,"He salido de mi retiro solo, Señor, para ver a una dama que ha venido de Brasil. Lo conseguí; y le pido al cielo con todo mi corazón que bendiga esta hermosa unión, que consuele nuestra esperanza con Isabel de Braganza y Fernando de Borbon.", ¿Qué sentimientos tienes hacia esta situación?,"Los sentimientos hacia esta situación son de alegría y esperanza, deseando que la unión entre la dama que ha venido de Brasil y los mencionados Isabel de Braganza y Fernando de Borbón sea bendecida y consuele la esperanza.",True
78,"El 26 amanecieron estos miserables con sus esperanzas algo disminuidas, y se sorprendieron enormemente al ver el numeroso grupo de ministros, empleados y todo tipo de opresores que, llenos de amargura, dolor y tristeza, dejaban sus casas y familias, tal vez para no volver a verlas nunca más. Sin embargo, ostentaban un orgullo fingido que asustaba a aquellos espíritus débiles que ven todo de manera negativa y sacan conclusiones desastrosas.","¿Cómo reaccionaron los miserables al ver al numeroso grupo de ministros, empleados y opresores que dejaban sus casas y familias?","Los miserables reaccionaron sorprendidos y con sus esperanzas algo disminuidas al ver al numeroso grupo de ministros, empleados y opresores que dejaban sus casas y familias. A pesar de ello, estos últimos ostentaban un orgullo fingido que asustaba a aquellos espíritus débiles que ven todo de manera negativa y sacan conclusiones desastrosas.",True
79,"El 26 amanecieron estos miserables con sus esperanzas algo disminuidas, y se sorprendieron enormemente al ver el numeroso grupo de ministros, empleados y todo tipo de opresores que, llenos de amargura, dolor y tristeza, dejaban sus casas y familias, tal vez para no volver a verlas nunca más. Sin embargo, ostentaban un orgullo fingido que asustaba a aquellos espíritus débiles que ven todo de manera negativa y sacan conclusiones desastrosas.",¿Por qué las esperanzas de los miserables amanecieron algo disminuidas en ese día?,"Las esperanzas de los miserables amanecieron algo disminuidas en ese día debido a la presencia de un numeroso grupo de ministros, empleados y opresores que dejaban sus casas y familias con amargura, dolor y tristeza, lo que generaba desconcierto y preocupación en aquellos que ya veían todo de manera negativa.",True
80,"El 26 amanecieron estos miserables con sus esperanzas algo disminuidas, y se sorprendieron enormemente al ver el numeroso grupo de ministros, empleados y todo tipo de opresores que, llenos de amargura, dolor y tristeza, dejaban sus casas y familias, tal vez para no volver a verlas nunca más. Sin embargo, ostentaban un orgullo fingido que asustaba a aquellos espíritus débiles que ven todo de manera negativa y sacan conclusiones desastrosas.",¿Qué efecto tuvo el orgullo fingido de los opresores en los espíritus débiles que presenciaron la escena?,El orgullo fingido de los opresores asustó a aquellos espíritus débiles que ven todo de manera negativa y sacan conclusiones desastrosas.,True
81,"En la calle del Amor de Dios, en la casa del maestro de coches número 8, se están vendiendo un carruaje grande, la caja también al estilo inglés y un juego de ruedas españolas, todas con ejes de hierro. Además, también se encuentra disponible una berlina al estilo inglés.","¿Qué tipo de vehículos se están vendiendo en la calle del Amor de Dios, en la casa del maestro de coches número 8?","Se están vendiendo un carruaje grande, una caja al estilo inglés, un juego de ruedas españolas y una berlina al estilo inglés.",True
