Unnamed: 0,reference_contexts,traduccion,respuestas,Faithfulness_score
63,"Mañana sábado, en el Teatro de la Cruz, se llevará a cabo la representación de una ópera cómica nueva, titulada ""El Príncipe de Catania"", la cual consta de 3 actos. Esta obra estará decorada con bailes, coros y nuevas decoraciones teatrales. Además, será precedida por una gran sinfonía compuesta especialmente para esta ópera.",¿Cuál es el título de la nueva ópera cómica que se presentará mañana en el Teatro de la Cruz?,"El título de la nueva ópera cómica que se presentará mañana en el Teatro de la Cruz es ""El Príncipe de Catania"".",True
64,"Mañana sábado, en el Teatro de la Cruz, se llevará a cabo la representación de una ópera cómica nueva, titulada ""El Príncipe de Catania"", la cual consta de 3 actos. Esta obra estará decorada con bailes, coros y nuevas decoraciones teatrales. Además, será precedida por una gran sinfonía compuesta especialmente para esta ópera.","¿De cuántos actos consta la ópera ""El Príncipe de Catania""?","La ópera ""El Príncipe de Catania"" consta de 3 actos.",True
65,"Mañana sábado, en el Teatro de la Cruz, se llevará a cabo la representación de una ópera cómica nueva, titulada ""El Príncipe de Catania"", la cual consta de 3 actos. Esta obra estará decorada con bailes, coros y nuevas decoraciones teatrales. Además, será precedida por una gran sinfonía compuesta especialmente para esta ópera.","¿Qué elementos especiales se incluirán en la actuación de la ópera, como bailes, coros y nuevas decoraciones teatrales?","La actuación de la ópera incluirá bailes, coros, decoraciones nuevas y todo el aparato teatral.",True
66,"La Regencia del Reino está especialmente interesada en mantener la tranquilidad interior de sus pueblos y ayudar a aquellos que se han liberado del dominio enemigo a detener los problemas que les ha causado el comportamiento del gobierno intruso al imponer y gestionar impuestos. Por eso, decidió que los empleados de la Hacienda pública de esta provincia que emigraron durante las últimas invasiones debían presentarse en esta capital una vez que dejara de estar oprimida por las tropas francesas.",¿Por qué la Regencia del Reino está interesada en mantener la tranquilidad interna de sus pueblos?,La Regencia del Reino está interesada en mantener la tranquilidad interior de sus pueblos para facilitar a aquellos que se han liberado del dominio enemigo detener los problemas causados por la arbitrariedad del gobierno intruso al imponer y manejar contribuciones.,True
67,"La Regencia del Reino está especialmente interesada en mantener la tranquilidad interior de sus pueblos y ayudar a aquellos que se han liberado del dominio enemigo a detener los problemas que les ha causado el comportamiento del gobierno intruso al imponer y gestionar impuestos. Por eso, decidió que los empleados de la Hacienda pública de esta provincia que emigraron durante las últimas invasiones debían presentarse en esta capital una vez que dejara de estar oprimida por las tropas francesas.",¿Qué decisión tomó la Regencia del Reino respecto a los empleados del Tesoro Público que emigraron durante las recientes invasiones?,La Regencia del Reino decidió que los empleados del Tesoro Público que emigraron durante las recientes invasiones debían presentarse en la capital una vez que esta dejara de estar oprimida por las tropas francesas.,True
68,"La Regencia del Reino está especialmente interesada en mantener la tranquilidad interior de sus pueblos y ayudar a aquellos que se han liberado del dominio enemigo a detener los problemas que les ha causado el comportamiento del gobierno intruso al imponer y gestionar impuestos. Por eso, decidió que los empleados de la Hacienda pública de esta provincia que emigraron durante las últimas invasiones debían presentarse en esta capital una vez que dejara de estar oprimida por las tropas francesas.",¿Cómo el comportamiento del gobierno intrusivo al imponer y gestionar impuestos causó problemas para aquellos que habían sido liberados del gobierno enemigo?,"El comportamiento del gobierno intruso al imponer y gestionar contribuciones causó problemas a aquellos que habían sido liberados del gobierno enemigo al generar arbitrariedad y males, lo que llevó a la Regencia del Reino a buscar detener estos efectos negativos y restaurar la tranquilidad interior de sus pueblos.",False
69,"5.º Si el Calendario no está a la venta para el 1 de noviembre, la subasta será anulada y se realizará otra subasta a cargo del licitador anterior, para que el Calendario esté a la venta para el 1 de diciembre.",¿Cuál es la consecuencia si el calendario no está disponible para la venta para el 1 de noviembre?,"La consecuencia si el calendario no está disponible para la venta para el 1 de noviembre es que la subasta será anulada y se llevará a cabo otra subasta a cargo del licitador anterior, con el objetivo de que el calendario esté disponible para la venta para el 1 de diciembre.",True
70,"5.º Si el Calendario no está a la venta para el 1 de noviembre, la subasta será anulada y se realizará otra subasta a cargo del licitador anterior, para que el Calendario esté a la venta para el 1 de diciembre.",¿Qué acción se tomará si la subasta se cancela debido a que el Calendario no está disponible para la venta antes del 1 de noviembre?,Se llevará a cabo otra subasta a cargo del licitador anterior.,True
71,"5.º Si el Calendario no está a la venta para el 1 de noviembre, la subasta será anulada y se realizará otra subasta a cargo del licitador anterior, para que el Calendario esté a la venta para el 1 de diciembre.",¿Cómo se resolverá la situación si el calendario no está disponible para la venta antes del 1 de noviembre?,La subasta será anulada y se llevará a cabo una nueva subasta a expensas del postor anterior para garantizar que el calendario esté disponible para la venta antes del 1 de diciembre.,True
72,Da rápidamente todas sus órdenes para evacuar la capital. Los incondicionales y criminales seguidores de su partido esperan el sonido del cañón que les avisará esa noche el momento fatal de su partida.,¿Qué órdenes da rápidamente el líder en el texto?,El líder da rápidamente todas sus órdenes para evacuar la capital.,True
73,Da rápidamente todas sus órdenes para evacuar la capital. Los incondicionales y criminales seguidores de su partido esperan el sonido del cañón que les avisará esa noche el momento fatal de su partida.,¿Quiénes son descritos como los seguidores del partido del líder en el texto?,Los ciegos y criminales sequaces de su partido.,True
74,Da rápidamente todas sus órdenes para evacuar la capital. Los incondicionales y criminales seguidores de su partido esperan el sonido del cañón que les avisará esa noche el momento fatal de su partida.,¿Qué evento esperan con ansias los seguidores leales y criminales del partido del líder en el texto?,Los seguidores leales y criminales del partido del líder en el texto esperan con ansias el sonido del cañón que les avisará esa noche el momento fatal de su partida.,True
75,"El vendedor de hojalata de la calle de Jacometrezo, al lado de la taberna que está en la esquina con la calle del Olivo alto, ofrecerá información sobre una buena sala y dormitorio para uno o dos hombres, con servicio incluido.",¿Dónde se encuentra el vendedor de latas y qué información puede proporcionar?,"El vendedor de hojalata se encuentra en la calle de Jacometrezo, junto al bodegón que hace esquina con la calle del Olivo alto. Puede proporcionar información sobre una buena sala y alcoba para uno o dos caballeros, con asistencia.",True
76,"El vendedor de hojalata de la calle de Jacometrezo, al lado de la taberna que está en la esquina con la calle del Olivo alto, ofrecerá información sobre una buena sala y dormitorio para uno o dos hombres, con servicio incluido.",¿Qué tipo de alojamiento está ofreciendo el vendedor de latas en la calle Jacometrezo?,"Una buena sala y alcoba para uno o dos caballeros, con asistencia.",True
77,"El vendedor de hojalata de la calle de Jacometrezo, al lado de la taberna que está en la esquina con la calle del Olivo alto, ofrecerá información sobre una buena sala y dormitorio para uno o dos hombres, con servicio incluido.","¿Cuántas personas pueden alojarse en la sala y dormitorio ofrecidos por el vendedor de latas, y qué servicios están incluidos?",Uno o dos caballeros pueden alojarse en la sala y alcoba ofrecidas por el vendedor de hojalata. Los servicios incluidos son la asistencia.,True
78,"Antonia Ximenez es una viuda de 26 años que desea trabajar en una casa respetable para cocinar, coser y planchar. Tiene experiencia en el manejo de una casa y puede proporcionar referencias de personas conocidas que avalarán su buen comportamiento. Pueden obtener más información sobre ella en la tienda de hierro ubicada en la plazuela de Anton Martin, frente a la fuente.",¿Qué habilidades posee Antonia Ximénez y qué tipo de trabajo está buscando?,"Antonia Ximénez posee habilidades para guisar, coser y aplanchar, además de estar impuesta en el gobierno de casa. Está buscando trabajo en una casa decente para desempeñarse en esas tareas domésticas.",True
79,"Antonia Ximenez es una viuda de 26 años que desea trabajar en una casa respetable para cocinar, coser y planchar. Tiene experiencia en el manejo de una casa y puede proporcionar referencias de personas conocidas que avalarán su buen comportamiento. Pueden obtener más información sobre ella en la tienda de hierro ubicada en la plazuela de Anton Martin, frente a la fuente.",¿Dónde se puede obtener más información sobre Antonia Ximénez y qué tipo de referencias puede proporcionar?,En la tienda de hierro de la plazuela de Anton Martin frente de la fuente se puede obtener más información sobre Antonia Ximenez y puede proporcionar referencias de personas conocidas que acreditarán su conducta.,True
80,"Antonia Ximenez es una viuda de 26 años que desea trabajar en una casa respetable para cocinar, coser y planchar. Tiene experiencia en el manejo de una casa y puede proporcionar referencias de personas conocidas que avalarán su buen comportamiento. Pueden obtener más información sobre ella en la tienda de hierro ubicada en la plazuela de Anton Martin, frente a la fuente.",Describe la ubicación donde Antonia Ximénez puede ser contactada para posibles oportunidades de empleo.,"En la plazuela de Anton Martin, frente de la fuente, en la tienda de hierro.",True
